Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
C2orf53	339779	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf54	79919	1.5789	0.5525	-1.8151	-0.162	-1.0991	0.2667	-0.6819	1.0056	0.3543
C2orf55	343990	-1.5896	0.6742	-1.0845	0.0412	1.1164	0.7961	-0.31	-1.0054	1.3616
C2orf56	55471	0.2092	-2.0716	1.1695	-1.3794	-0.0767	0.6523	0.1375	0.7797	0.5795
C2orf57	165100	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf58	285154	0.0304	-0.6157	-1.1329	0.8147	1.4549	1.2806	0.4606	-1.341	-0.9516
C2orf60	129450	0.6992	-0.7228	-0.5243	-0.5561	1.4536	0.33	0.144	1.141	-1.9647
C2orf61	285051	-23.3016	-23.3016	-1.405	-23.3016	0.5626	-23.3016	-23.3016	-23.3016	0.8424
C2orf62	375307	0.1213	1.4537	-4.0749	-0.612	1.8362	-0.6591	-1.0205	-0.4515	-0.668
C2orf63	130162	-0.1296	-0.4696	-0.3742	0.8791	2.0216	0.8421	-0.3536	-1.2816	-1.1342
C2orf64	493753	1.709	-1.6174	-1.4792	-0.4178	-0.0959	0.3482	0.4955	0.8162	0.2415
C2orf65	130951	-1.1705	0.556	-1.2453	1.1867	0.517	0.978	-2.241	-1.3597	0.5377
C2orf66	401027	-0.5896	-3.8638	-0.8184	-3.8638	-3.8638	-3.8638	-3.8638	-3.8638	1.408
C2orf67	151050	0.152	-0.0992	-2.4559	1.1033	1.2228	0.063	0.1464	-0.3736	0.2412
C2orf68	388969	0.3001	1.1372	-1.6043	1.4054	-0.2399	0.9125	-1.4236	-0.3704	-0.117
C2orf69	205327	0.6314	-0.8166	-0.6681	-1.7652	0.4281	-0.6225	1.2683	1.4795	0.0651
C2orf70	339778	0.1697	-20.8712	-1.3008	1.131	-20.8712	-20.8712	-20.8712	-20.8712	-20.8712
C2orf71	388939	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf72	257407	-0.4347	-1.2931	-0.4303	0.7208	-1.5535	1.1216	1.6261	0.3327	-0.0896
C2orf73	129852	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf74	339804	0.3621	0.5202	-0.0483	1.3964	-1.9297	1.3737	-0.325	-0.5764	-0.773
C2orf76	130355	-0.0405	-0.286	-1.6338	0.78	0.5544	1.0825	-1.5065	-0.2933	1.3431
C2orf77	129881	-2.0489	0.218	1.0714	0.3633	-0.0415	0.111	-0.1648	-1.0411	1.5328
C2orf78	388960	-2.5017	-2.5017	-1.0126	-2.5017	-2.5017	-0.8547	0.4333	1.434	-2.5017
C2orf7	84279	0.8056	1.4644	-0.2098	-1.6278	-1.4094	-0.118	-0.1382	1.222	0.0112
C2orf79	391356	0.4998	0.8629	-1.2651	0.0512	-1.1933	1.3678	0.2899	-1.4974	0.8841
C2orf80	389073	-102.9812	-102.9812	-102.9812	1.0	-102.9812	-102.9812	-102.9812	-102.9812	-1.0
C2orf81	388963	-0.1403	1.4997	-0.7641	-0.5492	0.7737	1.6405	-1.4125	-0.602	-0.4457
C2orf82	389084	1.4803	0.4556	-2.1127	-0.2367	-0.5743	1.0037	0.3373	0.3565	-0.7095
C2orf83	56918	NA	NA	NA	NA	NA	NA	NA	NA	NA
C2orf84	653140	0.1812	-0.4742	-2.6831	-2.6831	-1.7015	-2.6831	0.3093	0.0266	1.6585
C2orf85	285093	-0.857	1.8188	-2.1281	-0.0478	-0.8396	1.1779	-2.1281	-0.4279	-0.8245
C2orf86	51057	0.0291	-1.7921	-0.3708	-1.4884	1.3393	0.345	0.5627	1.0478	0.3275
C2orf88	84281	0.7333	0.4062	-0.8322	-2.5249	0.0274	0.4528	0.6111	0.4732	0.6531
C2orf89	129293	-0.7284	0.1941	0.2601	0.7628	0.3308	1.5823	0.5799	-1.0504	-1.9312
C3	718	-0.8407	-1.2514	0.6487	-0.6961	-0.0636	0.5735	1.0087	-1.1522	1.7731
C3AR1	719	-1.97	1.2061	-0.3448	1.3162	0.1627	0.0482	0.0282	-1.1408	0.6943
C3orf10	55845	0.862	0.4307	-0.33	1.547	-1.5937	1.0656	-1.0334	-0.908	-0.0401
C3orf14	57415	-0.3247	-1.2275	-1.7349	0.6937	-0.2672	1.0326	-0.4043	1.344	0.8884
C3orf1	51300	0.6521	-0.9417	-1.6001	1.2471	-0.4839	0.0765	0.0926	-0.7182	1.6757
C3orf15	89876	0.279	-1.094	-0.106	0.1877	2.5336	0.0899	-0.459	-0.6238	-0.8073
C3orf16	389161	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf17	25871	-0.8001	-0.8831	0.0034	0.8396	1.0379	1.6728	-1.2683	0.4767	-1.0789
C3orf18	51161	0.2409	1.8223	-0.3884	0.3522	0.7313	-0.4958	-0.4952	0.2908	-2.0581
C3orf19	51244	-0.2279	1.3988	-1.2426	1.1114	1.3338	0.2084	-0.9489	-0.5376	-1.0955
C3orf20	84077	-0.7556	-3.4864	-0.9464	-3.4864	0.8679	-3.4864	1.5198	-3.4864	-0.6857
C3orf21	152002	-0.5274	1.9496	-1.5436	-1.1942	0.4935	0.6423	-0.0234	-0.3646	0.5678
C3orf22	152065	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf23	285343	0.38	-0.9573	-0.7832	1.1957	-1.6515	0.1495	1.2634	1.0587	-0.6553
C3orf24	115795	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf26	84319	0.9801	-1.2129	-0.8778	0.7854	-1.6059	-0.4072	0.5707	1.4074	0.3602
C3orf27	23434	-102.9812	-102.9812	-102.9812	1.0	-102.9812	-102.9812	-102.9812	-102.9812	-1.0
C3orf30	152405	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf31	132001	1.1867	-0.8492	-2.1401	0.3436	-0.4858	0.1024	-0.0162	1.2443	0.6142
C3orf32	51066	-1.2763	0.6271	-0.5483	1.1957	1.2095	1.2975	-0.7647	-0.8388	-0.9017
C3orf33	285315	-0.1045	-0.2486	-1.141	-0.04	1.8085	-0.3548	-0.181	1.573	-1.3115
C3orf34	84984	0.5525	0.3241	0.5742	-2.1494	-1.4888	0.7268	0.7997	0.4673	0.1934
C3orf35	339883	0.9884	-0.2686	1.0208	0.2495	0.7768	0.5338	-2.3297	-0.3136	-0.6574
C3orf36	80111	-0.8072	0.531	2.0986	0.2005	-0.7856	-2.3904	-0.9645	-0.2729	-2.3904
C3orf37	56941	-0.5789	-1.3656	2.5023	0.1747	-0.2382	-0.0232	-0.6068	0.2594	-0.1238
C3orf38	285237	-2.2205	-0.7645	1.2578	-0.0795	0.481	-0.0726	-0.3538	0.8769	0.8751
C3orf39	84892	-0.2425	-0.1774	-1.8255	0.1123	0.301	-0.3083	0.1619	-0.3138	2.2922
C3orf42	84657	0.1332	1.4025	-0.2834	0.2552	1.4312	-1.7734	-1.2197	0.3332	-0.2789
C3orf43	255798	-171.5859	-171.5859	-171.5859	-171.5859	-1.0	-171.5859	-171.5859	-171.5859	1.0
C3orf45	132228	-0.8151	0.469	-11.4545	1.4091	-11.4545	-1.063	-11.4545	-11.4545	-11.4545
C3orf47	339942	0.6244	0.7374	-2.2062	0.8157	0.7321	0.6256	-0.9316	-0.7731	0.3757
C3orf48	151649	-17.0955	-17.0955	-1.0	1.0	-17.0955	-17.0955	-17.0955	-17.0955	-17.0955
C3orf49	132200	-7.2601	-7.2601	-7.2601	-7.2601	-1.0	-7.2601	-7.2601	1.0	-7.2601
C3orf50	93556	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf51	711	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf52	79669	-0.9576	-0.8966	0.4212	0.8064	2.0911	-1.1771	0.4441	-0.7039	-0.0276
C3orf54	389119	-1.07	1.1301	-0.8923	-0.3813	1.285	1.2746	-1.2758	-0.6395	0.5691
C3orf55	152078	0.3597	-11.3946	-11.3946	-11.3946	-11.3946	0.6972	-11.3946	-1.7171	0.6603
C3orf57	165679	-1.0879	0.2984	-0.3611	1.4115	0.8105	1.5537	-0.5796	-0.7929	-1.2526
C3orf58	205428	-0.7645	0.1396	-1.0586	1.597	-0.2262	-0.3675	-0.1737	-1.0125	1.8664
C3orf59	151963	-1.8122	1.3604	-0.2488	0.4481	0.8776	0.3798	0.4789	-1.5659	0.082
C3orf62	375341	0.2525	-0.2813	-1.1772	0.4396	0.7833	2.0879	-0.409	-0.2562	-1.4396
C3orf63	23272	-0.6314	-0.0353	-1.5096	-0.0087	0.7504	2.2633	0.0843	-0.1313	-0.7817
C3orf64	285203	-1.9025	0.5613	0.4011	-1.5915	1.2663	0.8334	0.2176	0.147	0.0673
C3orf65	646600	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf66	677779	-1.4523	-3.2867	-0.5659	-3.2867	0.3882	-3.2867	0.0762	1.5538	-3.2867
C3orf67	200844	0.4932	-1.8433	0.3042	0.798	-1.5126	-0.3295	1.3627	0.127	0.6004
C3orf70	285382	-2.4715	0.8549	-0.263	-0.3353	0.9452	1.0148	-0.0654	0.1741	0.1461
C3orf71	646450	0.274	0.7002	-2.3137	0.4236	-0.8733	1.189	-0.0692	0.8331	-0.1637
C3orf72	401089	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf74	100128378	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf75	54859	1.7708	0.7705	-0.9844	-0.4597	-1.4929	0.8009	0.6579	-0.1983	-0.8648
C3orf77	375337	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3orf79	152118	NA	NA	NA	NA	NA	NA	NA	NA	NA
C3P1	388503	1.4061	-1.1444	-1.0157	-0.8482	0.673	-0.1232	0.9162	-1.082	1.2182
C4A	720	-1.2824	-0.6989	0.9193	-0.2934	0.793	0.2578	0.2614	-1.5864	1.6295
C4BPA	722	-0.4017	-0.7021	0.744	-0.1399	0.1729	0.7836	0.0606	-2.1284	1.6109
C4BPB	725	-0.1808	-1.6376	0.6659	1.0341	-0.5191	0.787	0.1033	-1.5122	1.2595
C4orf10	317648	-1.0022	0.4996	2.1292	-0.2739	-0.5787	-0.5181	1.1557	-1.0239	-0.3876
C4orf11	439934	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf12	404201	-1.0625	2.3002	-1.0108	-0.2	-0.0429	-0.9438	-0.0313	0.2371	0.7541
C4orf14	84273	0.5723	0.1071	-2.0078	-1.316	1.1203	0.4099	0.1192	1.1924	-0.1975
C4orf17	84103	-22.2878	-22.2878	-22.2878	-22.2878	-22.2878	-22.2878	1.0	-1.0	-22.2878
C4orf19	55286	-0.1709	-1.1959	-1.1274	0.8503	-1.177	0.6321	1.6217	0.9803	-0.4132
C4orf21	55345	0.5442	0.0843	-1.898	-1.2714	0.3816	1.2382	0.9892	0.6055	-0.6737
C4orf22	255119	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf23	152992	0.953	-1.0035	0.4247	0.4364	1.1482	-1.862	-1.1421	0.326	0.7194
C4orf26	152816	-16.9375	-16.9375	-16.9375	-16.9375	1.0	-16.9375	-1.0	-16.9375	-16.9375
C4orf27	54969	0.2655	0.5662	-2.2267	1.5329	-0.582	0.2839	-0.5014	0.7844	-0.1229
C4orf29	80167	0.7708	-2.0621	0.2105	-0.9131	0.5171	-0.5318	0.8287	1.4093	-0.2295
C4orf31	79625	-1.0445	-0.3501	0.0139	-1.5674	1.2978	0.1794	-0.7915	1.5934	0.669
C4orf32	132720	-0.8938	0.3387	1.2624	1.4918	0.4025	0.6943	-1.1202	-1.1139	-1.0618
C4orf33	132321	0.4403	0.4323	-2.3249	-0.7022	-0.7096	0.5117	0.5268	0.99	0.8356
C4orf3	401152	0.9304	-0.0855	-1.2803	0.3025	-1.6343	-0.8535	0.3982	1.5406	0.6819
C4orf34	201895	-0.3091	-1.9416	-0.1174	0.3459	-0.0039	-0.8287	1.7134	-0.0324	1.1738
C4orf35	85438	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf36	132989	-0.6784	-4.1863	-0.9236	-0.5182	-4.1863	-0.5777	0.8773	1.8207	-4.1863
C4orf37	285555	0.122	-2.7362	-1.0498	1.5589	0.8959	-0.8711	0.5875	-1.2435	-2.7362
C4orf38	152641	0.796	1.2641	-0.3077	-0.3765	-0.7856	1.4169	0.2653	-0.3443	-1.9282
C4orf39	152756	0.7427	0.4497	-1.4962	-3.4737	-1.3185	-0.0415	-3.4737	0.1671	1.4965
C4orf40	401137	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf41	60684	-1.0434	-1.6412	-0.5302	0.3519	0.5738	-0.6587	1.6975	1.0649	0.1852
C4orf42	92070	0.7634	0.4876	-2.2005	-0.4076	0.8132	0.7686	-0.448	1.0318	-0.8084
C4orf43	55319	-0.0929	0.4794	-2.1439	0.1686	0.2184	0.2871	-1.1896	1.2015	1.0715
C4orf44	345222	0.3024	0.0257	-1.8125	0.4373	1.4939	-3.6806	-3.6806	-3.6806	-0.4468
C4orf45	152940	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf46	201725	-0.4278	1.624	-1.2214	-0.7546	0.5461	-0.1834	-1.3776	1.2705	0.5242
C4orf47	441054	-3.7248	0.0202	-3.7248	1.3492	-3.7248	1.2802	-0.9323	-1.1722	-0.5451
C4orf48	401115	-0.4727	0.5147	0.3808	-0.3885	1.2325	0.1564	-1.4195	-1.5279	1.5241
C4orf49	84709	-1.1106	-0.8099	-0.4117	0.4085	0.7973	2.0322	0.0945	-1.3661	0.3659
C4orf50	389197	-4.2265	-4.2265	-4.2265	1.4139	-0.7328	-0.6811	-4.2265	-4.2265	-4.2265
C4orf51	646603	NA	NA	NA	NA	NA	NA	NA	NA	NA
C4orf52	389203	0.9897	-1.4227	-1.4211	0.3486	-1.2166	0.1596	1.0783	0.5357	0.9485
C4orf6	10141	-0.5777	-0.0874	2.2187	-2.9363	-2.9363	-0.51	0.4683	-0.9944	-0.5174
C4orf7	260436	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5	727	-0.9341	-0.4719	0.7878	-0.3542	0.0292	-0.2809	0.7051	-1.536	2.0549
C5AR1	728	-1.3984	0.6822	0.4754	0.7094	0.7338	-0.402	0.592	-2.08	0.6876
C5orf13	9315	-0.0178	0.4737	-0.7872	-0.3365	0.6557	-0.4445	1.5633	0.9229	-2.0295
C5orf15	56951	0.4733	-1.402	-1.4916	0.0338	-0.7017	0.2262	1.4657	1.3756	0.0207
C5orf20	140947	-1.8439	1.4252	-0.2549	0.7094	0.1562	1.436	-0.622	-0.6059	-0.4
C5orf22	55322	0.3594	-1.3455	-0.2071	-0.8149	1.4605	-0.7815	0.285	1.7434	-0.6993
C5orf23	79614	1.599	0.2567	-0.9347	0.9075	-0.7954	0.9509	-0.2936	0.0573	-1.7476
C5orf24	134553	-0.1722	-0.8025	0.0144	-1.7631	0.6848	0.001	1.4356	1.4205	-0.8184
C5orf25	375484	0.3763	-0.414	-1.7106	0.2532	0.0385	-0.5189	-0.2661	-0.0714	2.3131
C5orf27	202299	0.0572	0.5591	-0.3925	1.8241	-0.5663	0.5776	-0.9548	-1.7824	0.678
C5orf28	64417	-0.7292	-0.3865	-0.6298	-0.793	1.8998	1.3279	-0.1394	0.6607	-1.2104
C5orf30	90355	-0.8069	0.5414	0.7705	-0.6337	1.1052	1.5475	-1.7746	-0.2906	-0.4589
C5orf32	84418	2.3089	-1.3898	-0.0019	0.0217	0.0886	-0.0332	-1.03	0.5952	-0.5594
C5orf33	133686	0.8222	0.5655	-1.8592	-0.1994	-0.7803	-0.1704	1.9385	-0.3348	0.0179
C5orf34	375444	-1.0819	0.9391	-0.7707	-4.1292	1.1393	0.9742	-0.1358	0.5907	-1.655
C5orf35	133383	1.2613	0.0224	0.3397	-1.8592	0.096	-1.1006	0.9417	1.0671	-0.7686
C5orf36	285600	-0.5673	-1.2217	-1.1492	-0.3148	0.0579	-0.7057	1.3418	0.9713	1.5876
C5orf38	153571	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf39	389289	0.4517	1.7522	-1.331	-0.3663	-0.5491	1.54	-0.8771	-0.6143	-0.0063
C5orf40	408263	-77.866	-77.866	-77.866	1.3153	-1.1076	-77.866	-77.866	-77.866	-0.2077
C5orf4	10826	0.6833	-1.1577	-1.5219	1.3477	-0.6939	0.782	0.8926	-0.9128	0.5809
C5orf41	153222	-0.4428	-1.3128	-0.2462	-0.9533	-0.1978	-0.7061	1.7228	1.4703	0.6659
C5orf42	65250	0.3101	-1.0457	-1.2352	-1.8061	1.038	0.5686	0.5856	0.6851	0.8996
C5orf43	643155	-1.0258	-1.544	1.6725	0.0798	0.5981	0.5678	-0.5951	1.0441	-0.7973
C5orf44	80006	0.982	-0.1904	-0.6956	-2.2481	0.3294	-0.391	0.354	1.3456	0.5141
C5orf45	51149	0.3198	0.652	-1.7594	0.9492	1.1772	1.0708	-0.7535	-0.7829	-0.8734
C5orf46	389336	-0.06	1.1873	-2.85	0.0464	1.2543	-2.85	-2.85	-1.3929	-1.035
C5orf47	133491	0.5487	-0.5247	-4.0426	0.7238	-4.0426	-1.0465	1.2966	-1.6447	0.6468
C5orf48	389320	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf49	134121	-1.2294	0.6533	0.1557	0.7083	1.1209	0.4199	-0.3692	-2.1265	0.6671
C5orf51	285636	-0.4096	-0.4232	-2.233	0.5189	0.9484	0.0673	1.5355	0.2587	-0.263
C5orf52	100190949	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf53	492311	1.5374	-0.1568	-2.1899	0.4657	0.1229	0.2947	0.053	0.7986	-0.9255
C5orf54	63920	0.4422	0.2155	-2.1404	0.4907	0.1435	1.8026	-0.7353	-0.3342	0.1155
C5orf55	116349	-0.104	0.3727	-1.8608	-0.2722	-0.1826	1.1769	-0.3951	1.8448	-0.5797
C5orf56	441108	1.3043	1.6343	-1.6866	0.0592	-1.0926	-0.4682	-0.2134	-0.0955	0.5585
C5orf58	133874	0.5609	-0.0987	-1.0731	0.1134	2.3521	0.0497	-1.1819	-0.7603	0.0378
C5orf60	285679	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf62	85027	-0.6683	0.4165	-0.5511	1.7423	0.9201	0.2432	-1.5482	-1.1672	0.6128
C6	729	-0.9167	-1.6408	0.647	1.021	-0.1338	0.0789	0.3758	-1.0721	1.6406
C6orf10	10665	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf103	79747	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf105	84830	-1.4538	-0.9067	1.469	0.5502	0.1969	1.5933	-0.9146	-0.1131	-0.4211
C6orf106	64771	1.0372	0.4462	0.1763	0.5464	-1.2002	-2.2174	-0.1609	0.8739	0.4984
C6orf108	10591	1.6944	-0.1257	-1.0129	1.0251	-1.6655	0.1906	0.0026	-0.8353	0.7267
C6orf114	85411	-1.1613	-0.2865	2.375	0.1598	-0.183	-0.4708	-1.1462	0.1562	0.5566
C6orf115	58527	0.4307	-0.7044	-0.8098	0.1745	0.7717	-0.3043	-0.0087	-1.6245	2.0748
C6orf118	168090	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf120	387263	0.0834	-1.0677	-0.224	1.0224	-1.858	-0.7694	1.0558	1.0432	0.7143
C6orf1	221491	0.1723	1.7667	-0.7493	0.2444	0.3733	1.2265	-0.6201	-0.8283	-1.5855
C6orf122	401288	0.1757	-0.7961	1.5776	-1.2668	-0.7264	-0.5404	1.817	-0.3343	0.0936
C6orf123	26238	1.9414	-0.4031	-0.8014	-0.4705	0.1368	-1.6491	0.8793	0.7428	-0.3762
C6orf124	653483	1.5427	-0.6056	-1.8903	-0.024	0.7999	0.6742	0.7331	-0.9966	-0.2332
C6orf125	84300	2.1189	0.3568	-1.1659	-1.5688	-0.478	0.1134	-0.1249	0.2623	0.4864
C6orf126	389383	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf127	340204	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf129	154467	1.7109	0.8386	-1.082	-0.8574	-1.4245	0.2257	0.2618	-0.6309	0.9576
C6orf130	221443	0.6061	-0.4682	-1.1109	2.0338	-0.7876	-0.2079	0.5812	0.634	-1.2805
C6orf132	647024	-0.1079	-1.3867	-0.4611	0.9989	1.7545	0.6041	0.1955	-1.5395	-0.0577
C6orf134	79969	0.4301	-0.4893	-0.4568	0.6472	1.906	0.9771	-1.2954	-1.1798	-0.5391
C6orf136	221545	1.5964	-0.0717	-1.9928	0.2602	0.4292	1.0041	-0.3163	0.138	-1.047
C6orf138	442213	0.809	0.7722	0.2675	-1.9427	1.0996	-1.453	0.3782	-0.4332	0.5025
C6orf141	135398	-0.463	-0.3713	1.3715	1.1172	0.6865	0.5635	0.1524	-1.3968	-1.66
C6orf142	90523	0.8428	0.1919	-1.7798	-1.0003	-0.799	-0.4036	0.5663	0.9396	1.4421
C6orf145	221749	-0.3177	-0.7826	2.5683	-0.2667	0.3219	-0.4351	-0.9398	0.3908	-0.539
C6orf146	222826	-64.3599	-64.3599	-64.3599	1.0	-1.0	-64.3599	-64.3599	-64.3599	-64.3599
C6orf147	387097	-3.1011	0.0164	-3.1011	-3.1011	-0.4848	1.8988	-3.1011	-0.9762	-0.4542
C6orf150	115004	-0.0138	0.87	-1.5503	-0.5645	0.7527	-1.2221	0.904	-0.6613	1.4854
C6orf15	29113	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf153	88745	-0.0924	-1.3341	1.6595	-0.3219	0.8414	0.4533	-0.5194	-1.5546	0.8683
C6orf154	221424	-0.6977	1.4109	0.0442	0.4721	0.9089	-1.7584	-2.9018	-0.9985	0.6186
C6orf155	79940	1.0121	-1.5448	1.3852	0.0046	-0.4925	1.3481	-0.8925	0.0785	-0.8988
C6orf162	57150	-1.1156	-1.404	0.5694	-0.7102	-0.41	1.3309	-0.5279	1.4229	0.8444
C6orf163	206412	0.8475	-0.5795	-1.7533	0.4246	1.2796	0.3895	0.6225	-1.2308	-2.9463
C6orf164	63914	1.7583	1.1574	-0.6062	-0.0613	-0.5995	-1.2522	0.027	0.8323	-1.2558
C6orf165	154313	-3.3277	1.4548	-0.6036	-0.3219	0.9316	-1.4383	-3.3277	-0.8711	0.8486
C6orf167	253714	-0.7204	1.6593	-2.0773	-0.2208	0.1332	0.9139	0.6412	-0.0135	-0.3156
C6orf168	84553	-1.2287	-2.7176	0.0788	-1.1607	1.7214	0.2981	-2.7176	-2.7176	0.2912
C6orf170	221322	-1.9029	0.3152	0.1129	-0.8968	-0.439	1.9296	-0.071	0.2662	0.6859
C6orf174	387104	0.0916	0.3497	-0.8561	1.0963	1.6379	-1.0302	-0.5332	-1.5227	0.7666
C6orf176	90632	-2.9633	-0.9275	-2.9633	-2.9633	0.9454	0.4505	-1.4453	-2.9633	0.9768
C6orf182	285753	0.1892	-0.5836	-2.3117	0.0368	-0.511	0.3258	1.2745	0.9293	0.6506
C6orf186	728464	1.1111	-1.2935	0.0499	-1.5164	1.7577	-0.1702	-0.4343	0.6723	-0.1766
C6orf191	253582	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf192	116843	-0.7623	-0.7868	-1.483	1.3039	1.6541	0.5945	0.2554	0.0834	-0.8592
C6orf195	154386	-135.9453	-135.9453	-135.9453	-135.9453	-1.0	1.0	-135.9453	-135.9453	-135.9453
C6orf201	404220	1.4216	0.2101	-1.2956	-0.6893	-0.0557	-0.7461	0.3619	1.7706	-0.9776
C6orf203	51250	2.0767	-0.6113	-1.3003	-1.2918	0.1838	-0.3037	-0.0241	0.7358	0.5349
C6orf204	387119	-0.0529	-1.4762	0.2564	-0.234	-0.3329	-1.1028	1.7599	1.4784	-0.296
C6orf208	80069	0.4085	-1.5379	0.534	-1.3704	1.5847	-0.9141	0.1794	0.1685	0.9473
C6orf211	79624	1.1681	-1.2257	-1.4146	-0.8644	0.1004	0.1125	1.1214	1.3962	-0.3938
C6orf217	100131814	-1.4938	0.9021	-0.5902	1.0662	1.4541	-1.4401	0.0643	0.3904	-0.3529
C6orf218	221718	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf221	154288	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf222	389384	-1.8452	-1.8452	-1.8452	-1.8452	1.7231	-0.4204	-0.5978	-0.7049	-1.8452
C6orf223	221416	-1.1659	-0.9589	-0.359	-0.2162	2.065	0.2808	-0.6107	1.3083	-0.3433
C6orf225	619208	1.3145	-0.5212	-1.1912	-1.2673	-0.8898	-0.324	0.6682	0.7983	1.4124
C6orf226	441150	0.6565	1.0158	-1.8285	-0.8388	-0.6668	1.3811	-0.6221	0.866	0.0369
C6orf227	401253	-654.4591	-654.4591	-654.4591	-654.4591	-654.4591	1.0	-654.4591	-654.4591	-1.0
C6orf25	80739	-0.4365	-6.587	-6.587	-0.1555	-6.587	-6.587	-1.0475	1.6395	-6.587
C6orf26	401251	0.8362	1.0364	-1.3812	0.3007	1.5938	-0.1989	-0.3959	-1.5619	-0.2293
C6orf27	80737	0.6164	0.1278	0.0813	0.185	1.5499	-0.6278	0.9823	-0.9315	-1.9834
C6orf35	729515	1.1901	0.1134	-1.5071	0.0349	0.3683	-0.2468	0.9033	0.9718	-1.8279
C6orf41	100133205	-0.8501	1.3449	0.1028	-0.0615	0.6328	1.1154	-2.0316	0.4437	-0.6965
C6orf47	57827	1.1943	-0.3483	0.7105	-1.3167	0.9501	-0.5745	-0.3089	1.2322	-1.5387
C6orf48	50854	0.317	1.6033	-1.6565	0.9069	-0.2598	0.9889	-1.1021	-0.0956	-0.7022
C6orf52	347744	1.1078	-1.8527	0.4767	-0.2568	-4.141	-0.3038	1.438	-0.8969	0.2877
C6orf57	135154	0.6655	-0.0867	-0.7714	0.1502	-1.9646	0.8568	0.5192	1.5133	-0.8824
C6orf58	352999	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf59	79992	-1.2189	1.0376	-1.4054	0.4803	1.4593	-3.8882	-0.0351	-0.3179	-3.8882
C6orf62	81688	0.5413	1.2697	-0.3428	0.1523	-0.0981	0.6869	-2.4986	-0.1617	0.451
C6orf64	55776	1.5828	-1.3027	-1.5027	-0.8203	-0.0591	0.3244	-0.0478	1.1242	0.7013
C6orf70	55780	0.092	0.6405	-1.5478	0.9492	1.9321	-1.0702	-0.1762	-0.2695	-0.5502
C6orf72	116254	1.3341	-0.8154	-0.2795	-0.2863	-2.0772	0.1202	0.3515	0.2894	1.3634
C6orf81	221481	0.7874	-0.1539	-1.3991	0.0387	1.8843	0.8514	-0.7669	-1.2384	-0.0035
C6orf89	221477	-0.3683	0.1793	0.6895	-0.2688	-1.6849	-0.6591	-0.6245	0.7067	2.0302
C6orf94	153918	NA	NA	NA	NA	NA	NA	NA	NA	NA
C6orf97	80129	0.0168	1.1872	-1.8857	-0.5343	-0.685	0.3774	0.1483	1.7291	-0.3539
C7	730	-0.6366	1.7054	-0.0909	-0.072	-0.2929	1.8653	-1.0024	-0.6555	-0.8205
C7orf10	79783	1.4813	-0.2171	-0.2713	-0.7088	-0.5656	-1.7654	0.3262	0.0991	1.6217
C7orf11	136647	1.553	0.3504	-1.6766	1.4507	0.2928	-0.7243	-0.1895	-0.1125	-0.9441
C7orf13	129790	1.1584	0.6878	-2.251	0.528	0.3766	0.8045	-0.2982	-0.9801	-0.0259
C7orf16	10842	-4.8106	-4.8106	-4.8106	-1.0	1.0	-4.8106	-4.8106	-4.8106	-4.8106
