ENTITY_STABLE_ID	NAME	DESCRIPTION	URL	TCGA-W5-AA2Z-01	TCGA-ZU-A8S4-01	TCGA-3X-AAV9-01	TCGA-ZH-A8Y2-01	TCGA-W5-AA31-01	TCGA-W5-AA2Q-01	TCGA-W5-AA34-01	TCGA-3X-AAVE-01	TCGA-W5-AA2U-01	TCGA-4G-AAZT-01	TCGA-W5-AA2T-01	TCGA-W5-AA2R-01	TCGA-W5-AA36-01	TCGA-3X-AAVA-01	TCGA-W5-AA39-01	TCGA-4G-AAZO-01	TCGA-YR-A95A-01	TCGA-W5-AA33-01	TCGA-W5-AA2X-01	TCGA-W5-AA2O-01	TCGA-3X-AAVC-01	TCGA-W5-AA2I-01	TCGA-ZH-A8Y4-01	TCGA-3X-AAVB-01	TCGA-W5-AA38-01	TCGA-W6-AA0S-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA30-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y5-01	TCGA-W5-AA2W-01	TCGA-WD-A7RX-01	TCGA-ZH-A8Y8-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y6-01
Methanotorris	Methanotorris	k__Archaea.p__Euryarchaeota.c__Methanococci.o__Methanococcales.f__Methanocaldococcaceae.g__Methanotorris	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-1.393237841	-1.023967001	-1.700659286	-1.055612772	-1.84689886	-0.337935268	-1.721037206	-1.046055165	-1.666932094	-1.725451572	-1.969999324	-1.8798336	-1.514253499	-1.237699874	-0.797948934	-1.054542467	-1.49521779	-1.531940846	-2.011642681	-1.462591912	-1.352225525	-2.103579377	-1.362571103	-1.359857151	-1.65614368	-1.044730471	-1.285921281	-2.204909163	-1.69766191	-1.579973474	-1.726147376	-1.508866762	-1.193811319	-1.44937363	-1.129607027	-1.336814253
Myxosarcina	Myxosarcina	k__Bacteria.p__Cyanobacteria.o__Pleurocapsales.g__Myxosarcina	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.9125013925	2.2612893149	1.4612356996	2.2410156437	1.458840374	1.3828414649	1.5847020275	2.1158398209	1.6388071397	1.5419878176	1.3357399097	1.4259056332	1.7914857342	1.9241951114	2.5077903	2.2128969223	1.678511927	1.7737983872	1.2940965522	1.8431473213	1.8096694601	2.7871223575	1.9340573127	1.8020378346	1.649595554	2.0665907293	2.0198179522	1.1008300702	1.608077324	1.7430385367	1.570481039	1.7968724714	2.044441177	1.8472547853	2.1670213887	1.9598141617
Pseudogulbenkiania	Pseudogulbenkiania	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Pseudogulbenkiania	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.4020464062	3.9279307522	5.856117319	6.2196917879	5.6931922306	5.0268559522	4.4676379518	4.3171740101	3.7098566594	3.6369260428	4.2140279722	6.4452267375	5.0238357431	7.149463266	4.1227646083	6.3811198777	5.9791402624	4.346245691	3.4944058137	5.9225226431	5.9033281318	3.8980744785	7.2555830807	4.4585129935	4.8010465803	7.6516000303	4.6241367384	3.7297059607	4.0187052804	7.9506856889	6.0229932979	5.7310903738	3.5128447945	6.1330473207	5.4636589081	5.8802896729
Anaerolinea	Anaerolinea	k__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Anaerolinea	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.8891970323	1.9973439559	1.5218404504	2.3042268285	1.4355360138	1.3595371047	3.8833257622	2.1764445717	1.6155027794	1.557616807	1.3124355495	1.402601273	1.768181374	1.9847998622	2.4844859398	2.2285259117	1.5310302584	1.750494027	1.2707921919	1.8198429611	1.870274211	1.1788554965	1.9972684975	1.8626425854	1.6262911938	2.2125934675	1.996513592	1.07752571	1.5847729638	1.5666286845	1.6336922238	1.7735681112	1.9280848606	1.9104659701	2.2302325735	2.0230253466
Pantoea	Pantoea	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pantoea	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	12.162917814	10.088238326	10.092297845	9.9322114076	10.697852033	10.621853123	10.131835981	9.7204297549	10.326803629	11.258659822	10.212181489	11.401882886	10.338619688	10.059299762	10.413378225	9.7703703323	10.01895881	10.164813139	10.745652846	9.9628600515	9.5173528872	10.529980782	10.223890514	9.8611936321	9.5551834789	10.290549226	10.491003053	10.512308925	10.296073814	9.6066550882	9.6869826376	10.268057572	10.495706134	9.4535616516	10.510293849	11.392091628
Thermopetrobacter	Thermopetrobacter	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.g__Thermopetrobacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.9371951868	1.1689103206	0.3866945181	1.1414345791	0.4835341683	0.4075352592	0.6093958218	1.0412986394	0.6635009339	0.5647330159	0.360433704	0.4505994275	0.8161795285	0.8496539299	1.5324840943	1.2356421207	0.2582990703	0.7984921815	0.3187903464	0.8678411156	0.7351282787	1.8118161518	0.834476248	0.7274966531	0.6742893483	1.3899748142	1.0445117465	0.1255238645	0.6327711183	0.6119616919	2.0558624751	0.8215662657	0.8663086944	0.7476737207	1.067440324	0.8602330971
Ferrimicrobium	Ferrimicrobium	k__Bacteria.p__Actinobacteria.c__Acidimicrobiia.o__Acidimicrobiales.f__Acidimicrobiaceae.g__Ferrimicrobium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.9859776338	4.0100140293	3.2961936631	3.7178391891	3.5323166153	3.4563177062	3.6581782687	3.9507977844	3.7122833809	3.6891055371	3.409216151	3.4993818745	3.8649619755	3.7591530749	4.5812665413	4.3600146418	3.1694194703	3.8472746285	3.3675727934	3.9166235626	3.6446274237	4.8605985987	3.410880858	5.2219582988	3.7230717953	5.3335133514	4.0932941935	3.1743063115	3.6815535652	4.6041079694	3.0473045844	3.8703487127	3.5832876608	3.3240783307	3.643844934	3.4366377071
Selenomonas	Selenomonas	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Selenomonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	10.49001882	10.215250394	12.005671967	11.02407874	10.59275115	10.51675224	10.162219454	10.338347993	10.521179148	9.4053729007	10.469650685	12.219740967	10.92539651	11.284206808	9.3197729806	11.550213194	12.267890463	9.4337779744	8.1060792328	10.420664748	10.51760446	11.184067539	10.065043712	9.2875804129	9.3095751412	12.326180564	9.9693041566	10.114446612	10.185594751	12.639624941	10.594552234	10.930783247	11.130354074	11.563203685	11.191092584	11.531373152
Gallibacterium	Gallibacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Gallibacterium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	13.196997711	4.8403948994	11.155959806	11.729437145	11.021929971	6.230436998	11.95300552	5.1240634004	4.6119335548	8.4964040761	5.045831919	2.8140695477	4.7646121494	11.574212414	11.279658507	9.170429154	12.29473215	5.4838903966	10.785548275	14.467923436	3.5955006184	11.355195362	11.455966469	11.58222243	13.173468755	12.39627151	12.393823804	10.437361216	13.760283456	11.927423607	12.594078984	3.1850363859	3.3117345274	13.591753385	11.991418759	11.299679122
Thiomicrospira	Thiomicrospira	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Piscirickettsiaceae.g__Thiomicrospira	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.253346549	0.0089434127	2.7308054873	0.1179578007	-0.707007567	-0.783006476	-0.581145914	-0.07402201	-0.527040802	-0.310821368	1.4918200634	0.8450201928	1.2106002938	1.3192957811	0.3419423589	0.3600877364	-2.234759878	-0.392049554	-0.871751389	-0.32270062	-0.380192371	0.6212744163	-0.18900053	-0.387823996	-0.516252387	0.303963606	-0.146029989	-1.065017871	-0.557770617	-0.469540384	-0.552576804	-0.36897547	1.1902596257	-0.275803058	0.0439635457	-0.163243681
Gayadomonas	Gayadomonas	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Gayadomonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.0168751929	2.3140140045	1.6156140318	2.3456248428	1.5632141744	1.4872152653	1.6890758279	2.2702181531	1.74318094	1.5911757954	1.4401137101	1.5302794336	1.8958595346	2.0785734436	2.6121641004	2.2620849001	1.7697133516	1.8781721876	1.3984703525	1.9475211217	1.9640477924	1.3065336571	2.0386665117	1.9564161668	1.7539693544	2.1350897314	2.1241917526	1.2052038706	1.7124511243	1.844956971	1.675090238	1.9012462718	2.153311837	1.9518639843	2.2716305877	2.0644233608
Oceanibaculum	Oceanibaculum	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Oceanibaculum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.7205999366	2.0366038866	1.3002111008	2.0022205913	1.2669389181	1.190940009	1.3928005715	1.9548152221	1.4469056837	3.3856415283	1.1438384538	1.2340041773	1.5995842783	1.7631705126	2.3158888441	0.3561109149	1.2692091945	1.5818969313	1.1021950962	3.2362083661	1.6486448614	2.5952209015	3.280224761	1.6410132358	1.4576940981	1.6575658354	1.8279164962	0.9089286143	1.416175868	1.3742639453	1.3316859866	1.6049710155	1.8142505598	1.6084597329	1.9282263363	1.7210191094
Terasakiella	Terasakiella	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Methylocystaceae.g__Terasakiella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.8083602143	3.0314246788	2.3141482648	4.6129735971	2.3546991958	2.2787002867	2.4805608493	2.9687523861	2.5346659615	2.3629670982	2.2315987315	2.321764455	2.687344556	2.7771076766	3.4036491218	3.0338762029	1.1328769752	2.669657209	2.189955374	2.7390061431	2.6625820254	2.0980186785	2.7210527653	2.6549503998	2.5454543758	3.3498219554	2.915676774	1.996688892	2.5039361458	2.4680712463	2.3574764916	2.6927312932	2.8004261709	2.6342502379	2.9540168413	2.7468096144
Rubellimicrobium	Rubellimicrobium	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Rubellimicrobium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.9964819362	1.4053323848	2.9880957811	1.373641796	1.5428209177	3.0517845093	1.6686825711	3.6426999024	4.0447157782	3.0340183265	1.4197204534	1.5098861769	1.8754662779	1.8660926922	2.5917708437	2.1199649305	0.3845014592	3.4427414316	1.3780770958	3.5120903657	1.7515670409	2.8711029011	1.066683465	1.7439354154	3.3185385984	1.2893727526	2.1037984958	3.5067387088	1.6920578676	2.4981237795	0.7031071913	1.8808530151	2.8678618232	0.9798809376	3.6215756359	6.221723331
Eremococcus	Eremococcus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Aerococcaceae.g__Eremococcus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.2533513588	2.64004979	1.9119565297	2.5840054559	1.7996903403	1.7236914312	1.9255519938	2.566560651	1.979657106	1.9196163762	1.676589876	1.7667555995	2.1323357005	2.3749159415	2.8486402663	2.5905254809	2.1170192586	2.1146483535	1.6349465185	4.9913522097	2.2603902903	1.543009823	2.2770471249	2.2527586648	1.9904455204	2.5666925929	2.3606679185	1.4416800366	1.9489272903	2.0345207167	1.9134708512	2.1377224377	2.3703403631	2.1902445975	2.5100112009	2.302803974
Tropheryma	Tropheryma	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.g__Tropheryma	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.7549261833	2.9181294536	3.7896361718	2.9648438855	2.3012651648	2.2252662557	2.4271268183	2.8592777923	2.4812319304	2.3159956629	2.1781647005	2.268330424	2.633910525	2.6676330829	3.3502150908	2.9869047676	2.2709826981	2.616223178	2.1365213429	2.6855721121	2.5531074316	2.0445846475	2.6578855544	2.5454758061	2.4920203448	2.8972314986	2.862242743	1.943254861	2.4505021148	2.3238640732	2.2943092808	2.6392972622	2.6765346203	2.5710830271	2.8908496304	2.6836424035
Blautia	Blautia	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	6.2971157617	7.1139854613	6.3739722642	6.2324604678	6.7322372646	6.1986905609	5.8327433438	6.8918877136	5.9469694484	5.7668665011	5.8105520879	5.9352750334	5.4698313064	6.446141723	5.6823694544	6.4377756059	6.6398658752	6.1769091	5.9494809759	6.0911886376	6.2882234763	5.4905589107	6.3068087787	7.2970173986	5.7467702047	6.7639561651	6.6121236934	5.8888001337	6.0111880368	6.3720756917	6.8911097739	5.6997783017	7.0239818047	6.0628229188	6.9431285489	6.9451844714
Acidihalobacter	Acidihalobacter	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Acidihalobacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	9.1750657822	2.3752156034	11.213955068	2.1980566795	0.6076625976	0.5316636885	0.7335242511	2.3508898009	0.7876293633	3.8952201694	0.4845621333	0.5747278568	0.9403079578	10.503540999	1.6566125236	1.7587743521	0.1561953185	0.9226206108	0.4429187758	8.8928363529	2.0447194402	10.623611865	1.8910983484	2.0370878146	0.7984177776	10.646821331	1.1686401758	3.950092012	9.3898947447	1.7477228355	1.5275220748	0.945694695	11.218459192	10.157442647	2.1240624244	9.4790976217
Ornithobacterium	Ornithobacterium	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Ornithobacterium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	11.138391915	10.337743299	10.113695717	10.391092123	9.9169043387	9.8409054296	11.137093375	10.725864572	10.313682493	10.508598601	10.256775851	10.507406246	10.768016788	9.597413689	11.733680823	10.14848081	8.927840653	10.576997838	11.018440582	11.806003438	10.728644452	9.3087514509	9.36590476	10.755364331	9.5420623429	10.634907592	10.126409546	9.6348428882	10.411276775	9.827545965	9.5399852722	8.5049146891	10.460991749	10.591692463	10.575409863	10.218825012
Halocynthiibacter	Halocynthiibacter	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Halocynthiibacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.1792387324	-0.035464026	-0.872392228	-0.107852235	-0.859384787	-0.935383696	-0.733523133	-0.217788107	-0.679418021	-0.741869408	-0.982485251	-0.892319528	-0.526739427	-0.409432816	0.1895651391	-0.070960303	-1.088797708	-0.544426774	-1.024128609	-0.47507784	-0.523958467	-1.116065304	1.1701519351	1.0533724077	-0.668629607	-0.196758433	-0.298407209	-1.217395091	-0.710147837	0.7435745476	-0.778386839	-0.521352689	-0.310935316	-0.501613093	-0.18184649	-0.389053717
Coprobacillus	Coprobacillus	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.6284592445	2.7791795882	4.7984873247	4.9763248404	5.3764320872	4.6837618176	3.3006598795	5.6135561182	5.120299738	2.0412454846	2.3147321675	4.2793670089	3.9928704134	2.758946396	5.0717450586	6.6190451849	4.8042991448	4.6272597629	4.5950169049	4.4071020798	3.3813863389	3.7661146153	5.7166722241	4.7522663366	3.8509802332	4.0286925852	4.8732793279	2.8167879222	5.2500345945	4.3856734507	5.0427558298	2.7758647292	4.3486010089	4.135105005	3.8027949118	2.3731952635
Pseudacidovorax	Pseudacidovorax	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Pseudacidovorax	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-1.127409145	0.4593857524	-1.576548842	1.7871253161	-1.581070163	-1.657069072	0.8667195852	0.6630177804	0.1838591032	-0.627915524	-0.119208127	-1.614004904	-1.248424803	2.5868502883	-0.532120237	0.0429935808	-1.335645787	-1.26611215	-1.745813985	0.3881992849	0.3568474197	1.3321743211	0.7432013909	1.0861813883	0.1946475176	-1.538705004	0.5648699158	-1.939080467	0.1531292876	-1.531620134	-1.205337384	-1.243038066	0.4308073379	1.3933644577	-0.608797034	0.76895824
Moorella	Moorella	k__Bacteria.p__Firmicutes.c__Clostridia.o__Thermoanaerobacterales.f__Thermoanaerobacteraceae.g__Moorella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.2905361139	2.9698816788	1.1430667025	1.8280137423	0.8368750954	2.345838687	0.9627367489	1.7976708238	2.6018043618	1.2758978173	0.7137746311	0.8039403546	3.4914485505	3.190988615	1.8858250214	1.946806922	2.5862948294	1.1518331086	0.6721312735	1.2211820427	1.491500463	2.1651570788	1.5210554112	1.4838688375	1.0276302754	2.0813837582	1.3978526736	0.4788647916	0.9861120453	1.3208142833	1.1574791376	2.7598696935	1.392803721	1.4342528839	1.7540194872	3.8687403552
Methylomarinum	Methylomarinum	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylococcaceae.g__Methylomarinum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.7018196713	2.9310141447	2.2955845772	2.9777965297	2.2481586528	2.1721597437	2.3740203062	2.9501886985	2.4281254184	2.3260081539	2.1250581885	2.215223912	2.580804013	2.758543989	4.8820710795	2.9969172586	0.4627284808	2.563116666	2.0834148309	2.6324656001	2.6440183378	1.9914781355	2.6708381987	2.6363867122	2.4389138328	3.3222837964	2.809136231	1.890148349	2.3973956027	2.4484626266	2.307261925	2.5861907502	2.8381946342	2.5840356713	2.9038022747	2.6965950478
Natronorubrum	Natronorubrum	k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Natronorubrum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.884897129	2.2534821856	1.4674102807	2.2042823733	1.4312361104	1.3552372013	1.5570977639	2.122014402	1.6112028761	1.5946076364	1.3081356461	1.3983013697	1.7638814706	3.5153321932	2.4801860365	2.2655167411	1.7282368423	1.7461941237	1.2664922886	3.4005055585	1.8158440413	2.7595180939	1.8973240422	1.8082124157	1.6219912905	2.3317223083	1.9922136886	1.0732258067	1.5804730604	1.7428784245	1.5337477686	1.7692682079	2.0241324593	1.8105215149	2.1302881182	1.9230808913
Thermicanus	Thermicanus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillales_Family_X._Incertae_Sedis.g__Thermicanus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.014763774	0.0544379331	0.9488494647	0.275000745	-0.468424793	-0.544423702	-0.342563139	0.0184910852	-0.288458027	-0.165192074	-0.591525257	-0.501359533	-0.135779432	-0.173153624	0.5805251335	0.5057170303	-0.356191681	-0.153466779	-0.633168614	1.5008446555	-0.287679275	-0.72510531	-0.031957586	-0.295310901	-0.277669613	1.5533416015	0.0925527856	2.8740046218	-0.319187843	-0.594409683	1.189428641	-0.130392695	-0.004850849	-0.118760113	0.2010064899	-0.006200737
Thermosipho	Thermosipho	k__Bacteria.p__Thermotogae.c__Thermotogae.o__Thermotogales.f__Fervidobacteriaceae.g__Thermosipho	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.5060870309	3.5468216303	2.6686175167	3.3167883248	3.0524260124	2.9764271033	3.1782876658	3.323221638	3.232392778	3.1825277428	4.5142880488	3.0194912716	3.3850713726	3.1315769285	4.1013759384	3.8534368475	3.573919129	3.3673840256	2.8876821905	3.4367329597	3.0170512773	2.7957454951	3.0098299938	3.0094196517	3.2431811924	2.81428445	3.6134035905	2.6944157086	3.2016629623	2.8682734104	2.6462537201	3.3904581098	3.2076197666	2.9230274664	3.2427940698	3.0355868428
Maricaulis	Maricaulis	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Maricaulis	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.2648125675	3.0983509809	4.7579126944	3.0826730778	2.811151549	2.7351526399	2.9370132024	4.6755512215	4.5760808153	3.0537013869	2.6880510847	2.7782168082	3.1437969092	2.8989440113	3.860101475	3.7246104916	3.8309146523	4.7110720629	2.6464077271	3.1954584963	4.3693808608	2.5544710317	2.7757147468	2.7767867345	4.5868692297	2.9338821346	3.3721291271	2.4531412452	2.9603884989	2.2975651464	2.4121384731	4.7341461471	2.9697371627	4.2738747201	3.0086788228	2.8014715958
Candidatus_Riesia	Candidatus_Riesia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Candidatus_Riesia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.7003149188	0.9536867045	3.3339019291	0.9861396212	0.2466539002	0.1706549912	0.3725155537	0.818581049	0.4266206659	0.356709255	0.1235534359	0.2137191595	0.5792992605	0.6269363395	1.2956038263	1.0276183598	-1.188016858	0.5616119135	0.0819100784	0.6309608476	0.5124106883	-0.010026617	2.2641437908	0.5047790627	0.4374090803	1.1008627077	0.8076314784	-0.111356404	0.3958908502	0.4224338638	0.3156050164	0.5846859977	0.7222345066	0.5923787627	0.9121453661	0.7049381392
Arsukibacterium	Arsukibacterium	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Arsukibacterium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.0553632456	3.2132479869	4.1764652492	3.3991908473	2.601702227	2.5257033179	2.7275638805	3.2461068698	2.7816689927	2.7129158877	2.4786017627	2.5687674863	2.9343475872	3.0544621603	3.6506521531	3.3838249924	2.5335578505	2.9166602402	2.4369584052	2.9860091743	2.939936509	2.3450217098	3.0922325162	2.9323048835	2.7924574071	3.1716611935	3.1626798052	3.828654424	2.750939177	2.8065123688	2.7286562426	2.9397343245	3.1554111943	3.0054299888	3.3251965922	3.1179893653
Roseibium	Roseibium	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Roseibium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.957248632	2.6934235249	2.2554287422	2.8378471677	2.1816595185	2.1056606094	2.307521172	2.9100328635	2.3616262842	2.3592664938	2.0585590542	2.1487247777	2.5143048787	2.718388154	3.2306094446	3.0301755985	2.2721468982	2.4966175317	2.0169156967	2.5659664658	2.6038625027	1.9249790013	2.5308888367	4.1811933779	2.3724146986	3.1580081021	2.7426370967	1.8236492148	2.3308964685	2.3083038147	3.7522750638	2.5196916159	2.5836813437	2.4440863093	4.3488154134	2.5566456858
Gallaecimonas	Gallaecimonas	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.g__Gallaecimonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.2222946569	2.5034961215	3.1708357613	2.4414512293	1.7686336384	1.6926347293	1.8944952919	2.2404773819	1.948600404	1.7798880783	1.6455331741	1.7356988976	2.1012789986	2.0488326724	2.8175835644	2.450797183	1.4501344666	2.0835916516	1.6038898165	2.1529405857	1.9343070212	1.5119531211	2.1344928983	1.9266753956	1.9593888184	2.4278064156	2.3296112166	1.4106233346	1.9178705884	1.9175118703	1.7709166246	2.1066657358	2.1891660679	2.0476903709	2.3674569743	2.1602497474
Desulfotomaculum	Desulfotomaculum	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Desulfotomaculum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.9938402626	2.5339767907	2.6893498429	2.2120192956	2.3451632617	2.7761243413	3.0810783969	2.956930841	2.5251300273	2.8175134655	3.0185294033	2.3122285209	2.6778086219	2.7652861316	3.0530762699	2.4339747861	3.8534308577	2.6601212749	3.2178941453	2.729470209	3.0377836034	3.2668199857	2.3525199416	3.987083256	2.8115528844	3.1462267536	3.3020695162	3.4671458991	1.9469124164	2.4984462436	2.6056150283	2.8275852684	3.1894879797	3.0026830083	2.3790331401	3.2262736972
Pluralibacter	Pluralibacter	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Pluralibacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.0689953081	1.2920102541	1.9935815387	1.0726550656	0.6153342896	0.5393353805	0.741195943	1.0632231593	0.7953010552	0.6567342568	0.4922338253	0.5823995488	0.9479796498	0.8715784498	1.6642842156	1.3276433615	0.6555685417	0.9302923028	0.4505904677	0.9996412369	0.7570527986	0.3586537723	0.7656967345	0.749421173	0.8060894696	1.0334632337	1.1763118678	0.2573239858	0.7645712395	0.5667529014	0.4021204609	0.953366387	0.9018310156	0.6788942072	0.9986608105	0.7914535836
Methanobacterium	Methanobacterium	k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobacterium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	6.6339043211	6.1070018992	5.8031425337	5.477796471	6.1802433025	5.3672787993	5.858645979	3.650391733	4.7752475675	6.380749156	5.8506919608	5.4103429676	6.5128886627	3.4587470235	3.3223026329	4.5491579202	5.5135735039	4.1732732209	5.5680405037	6.5645502498	4.0811869664	5.9235627853	4.8813315228	4.9215522474	5.9235395056	5.1591658762	4.4192927858	5.3747740218	5.2299445789	4.6725366674	4.8072618663	6.070816423	5.2031161872	6.2684601837	4.2662986922	4.5445182925
Viridibacillus	Viridibacillus	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Viridibacillus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.0408208403	0.476938156	-0.259871057	0.3497890569	-0.412840178	-0.488839087	-0.286978525	0.3947330639	-0.232873413	-0.08870958	-0.535940643	1.1391875817	-0.080194818	0.2030883544	0.6361097478	0.5821995251	-0.231569244	-0.097882165	-0.577584	-0.028533231	0.0885627032	-0.669520695	1.6277932266	0.0809310776	-0.222084998	0.4653606472	0.1481374	0.8141120188	-0.263603228	-0.276164856	1.2642169529	-0.074808081	1.8635678514	-0.043971802	1.8607573026	0.0685875749
Streptacidiphilus	Streptacidiphilus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptomycetales.f__Streptomycetaceae.g__Streptacidiphilus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.6717874594	3.225866928	4.8518467824	3.467106391	4.49823436	4.4222354509	2.121595673	4.0658783123	4.2911780026	2.788526772	3.0950259765	6.1057572326	4.8308797202	5.7107348705	3.7816495397	5.2437071856	5.0489523608	4.4261692501	4.1529182925	4.8825413073	5.200280543	3.324016003	5.6962009602	4.1146464054	5.356414201	4.9034491326	3.779104019	2.8601161371	0.5600084687	5.9115524527	5.6039267083	4.8362664574	4.5261203652	5.2749793937	5.4635014638	4.9514396554
