Composite.Element.REF	TCGA-3X-AAV9-01	TCGA-WD-A7RX-01	TCGA-3X-AAVC-01	TCGA-W5-AA34-01	TCGA-W5-AA33-01	TCGA-4G-AAZT-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-W5-AA36-01	TCGA-YR-A95A-01	TCGA-ZH-A8Y8-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-3X-AAVA-01	TCGA-W6-AA0S-01	TCGA-W5-AA2I-01
ERBB2|HER2_pY1248	-0.218273187	-0.640524102	-0.460537792	-0.293451876	-1.556700383	-0.002176444	-0.321648673	-0.286928234	-0.541022816	-0.19613971	-0.84599043	0.087055546	0.051847193	-1.056875065	-0.662899473	0.76890979	0.066654428	-0.175151106	-0.250570618	-0.680403985	-0.459981199	0.258631416	-0.389132451	-0.436172166	-0.595836263	-0.653142003	-0.373380186	-1.039585045	-0.285305773	0.391086224
ERBB3|HER3	-0.17185077	-0.017316301	1.420549678	0.045945993	0.1397334	0.306279707	0.134948312	0.428171937	0.231408267	0.637488593	0.136169918	0.521572857	1.089194265	0.132322804	0.701040698	-0.065803182	0.834748993	0.763740533	0.312211888	0.469907129	0.485589307	-0.036728088	0.283941063	0.327875863	0.145437705	0.395245609	0.220330686	0.107285373	0.188791989	0.220822862
ERBB3|HER3_pY1298	1.01988407	0.509539842	0.595557315	0.808293241	0.186578263	0.526907479	0.713517071	0.646781403	0.51319612	0.837479825	0.305898423	0.436132577	0.646396551	0.314498426	0.405285052	0.79000652	0.471025702	0.528254992	0.407689914	0.322417147	0.220705414	0.796533517	0.510313959	0.553519669	0.886784484	0.550410701	0.712772904	0.280685087	0.622728403	1.277238185
HSPA1A|HSP70	1.390958248	0.207412174	0.644567247	1.249938929	-0.298181189	0.869845225	1.101042447	0.570829331	0.034077479	-0.107311297	-0.418546336	-0.161595383	-0.29154117	-0.07770431	-0.310246567	1.396339329	-0.043750632	-0.112558225	0.486282401	-0.271137458	-0.132163305	1.154048354	0.317145477	-0.00798685	0.331408043	-0.427283971	-0.343466181	-0.302941728	0.421584453	0.506467582
IGFBP2|IGFBP2	0.874328039	0.286100004	-0.0452199	-0.002059463	1.054970069	0.334830636	0.116044089	1.555361712	0.180279994	0.154270824	0.423864848	-0.108927681	0.134494361	0.463412342	0.459698823	0.089021416	0.265517254	1.178166823	0.136706762	0.555786742	-0.248527426	1.331310759	0.586944883	0.31245243	0.033447025	0.517874474	0.956867004	0.567603094	1.801391977	0.070577435
INPP4B|INPP4B	0.108296283	-0.658584255	-0.889434072	0.120091383	1.195254151	-0.917268383	-0.127254656	-0.930786324	-1.610370879	-0.803576409	1.262244531	-0.983005114	1.894809673	1.357106425	0.541817734	0.361846126	-0.217209647	-0.671404576	0.169310297	-0.614950892	-1.532054983	-0.592020719	-1.660013734	0.026681582	-0.578210531	-1.657107039	0.21507933	0.927488408	-0.773142475	-0.842754534
IRS1|IRS1	-0.116868312	-0.470385446	-0.388614883	-0.23906764	-0.249688175	-0.39010134	-0.372442181	-0.445095123	-0.19264145	-0.414913974	-0.057793215	-0.434926142	-0.10631374	-0.183657505	-0.242008456	0.451162727	-0.465304811	-0.326269849	-0.167100267	-0.574279827	-0.514955658	0.292120843	-0.586971552	-0.388673651	-0.229042148	-0.632814947	-0.017110925	-0.088285768	-0.260875879	0.096178026
MAPK8|JNK_pT183_Y185	-0.067527843	-0.257180171	-0.336945941	0.075017326	0.01611448	-0.337728904	-0.527488048	-0.043974559	-0.742092913	-0.462816535	-0.045323611	-0.503161327	-0.71448714	-0.151150855	-0.336577987	-0.561647696	-0.675616029	-0.599292117	-0.257508579	-0.413771061	-0.63256152	0.038546682	-0.453613592	-0.40180996	-0.29359744	-0.582291017	-0.190732199	-0.185367346	-0.681311333	0.082699535
MAPK9|JNK2	0.456553921	0.597088767	0.281420004	-0.774592544	0.434052991	0.460712626	0.453538318	0.373529394	0.634446363	0.536990488	0.282076222	0.454174622	0.453837216	0.38498499	0.607800869	0.414478689	0.644744136	0.630369657	0.501987386	0.735937272	0.698706844	-0.300602069	0.631238964	0.416021399	0.84631599	0.721717991	0.052618824	0.352577872	0.804279653	-0.151473397
XRCC5|Ku80	1.253918359	1.792033106	1.301846207	1.324624813	0.570149916	1.450890561	1.150675423	1.332473652	1.560622697	1.789220756	0.916394341	1.837800092	2.212935591	0.59105834	1.861297921	0.748292756	2.649735336	1.745656118	1.246399427	1.690650974	1.868110884	1.18987914	1.863459659	1.825634648	1.567986552	2.119623017	0.209133904	1.388409007	1.855680185	0.856053553
LCK|Lck	1.629778967	1.162169844	1.012807081	0.830773592	0.607647344	1.027503617	0.637239368	0.803040559	0.784979921	0.492358383	0.406779029	0.447272536	0.800727849	0.615662638	0.416447241	1.871286545	0.517915208	0.41359303	1.154721625	0.733091628	0.756048798	0.95313508	1.089311424	1.024461107	0.779447504	0.448402725	0.669492476	0.799986239	1.065874115	0.925830279
STK11|LKB1	1.163547844	0.542626615	0.723071395	0.833821352	0.138522239	0.717525058	0.658635327	0.802226343	0.456820366	0.650822341	0.251188255	0.355059086	0.412216889	0.328635794	0.327143952	1.347501633	0.573064842	0.391262232	0.60661139	0.258541919	0.429951608	1.065507609	0.547223532	0.511247129	0.796468061	0.203358344	0.552244314	0.317889091	0.499989628	1.138663479
MAPK1 MAPK3|MAPK_pT202_Y204	-0.280568416	-0.667482493	-0.89448991	-0.214449362	0.209969377	-0.581717243	-0.113456853	-0.461634798	-1.099515901	-0.72432217	-0.036042961	-0.603210645	-1.023071722	0.12449402	-0.462871624	0.950592603	-1.068135249	-0.873725294	-0.252928849	0.125420281	-1.057506195	-0.608948726	-0.747218139	-0.742266123	-0.865733773	-1.189909215	0.022768467	-0.20854444	-1.107522083	-0.452527661
MAP2K1|MEK1	0.691939604	0.823967366	1.249724599	-0.690554946	0.330246154	0.882776088	0.69976651	0.857920863	0.5258644	0.649672012	0.21547768	0.501311302	0.354192755	0.446174511	0.34860826	1.03985374	1.29027054	0.644444862	0.545695883	0.870798112	0.63936342	0.708470371	0.964578806	0.791703017	0.883712518	0.706398118	0.124310072	0.191344909	1.503988288	-1.383525187
MAP2K1|MEK1_pS217_S221	0.514303233	0.097694494	0.05428588	0.309547548	-0.759601991	-0.019814578	0.458654976	0.433680373	-0.247811719	-0.094664392	-0.634356351	-0.472190013	-0.387257662	-0.189255191	-0.612540127	1.688898091	-0.408757798	-0.490579581	-0.130168383	0.116665593	-0.393621143	0.599792252	-0.012364615	-0.313106918	0.077949513	-0.489170911	0.097170608	-0.49369424	-0.409885497	0.723215164
ERRFI1|MIG-6	0.327111992	-0.010051595	0.01380472	0.355654429	-0.099838421	0.02665524	0.197402501	0.341677078	0.140658528	0.21163841	0.225736202	0.268078434	0.095552719	0.103501425	0.045492068	0.160140382	0.05982304	0.019278134	-0.003538706	-0.069339272	0.577451356	1.039215281	0.219731587	-0.031458024	0.341299491	0.047369963	0.840883192	0.121476082	0.11151771	0.547410051
MRE11A|Mre11	0.409788247	0.113204458	0.068938325	0.359347056	0.300527615	0.235657468	0.237764017	0.086190707	0.044534451	0.180831895	0.340493825	0.119071419	0.04665862	0.284138311	0.104883647	0.899527239	0.150431226	0.141871213	0.359867863	-0.00083924	0.084493162	0.620971133	0.134142496	0.117073341	0.272312601	-0.076848504	0.211365939	0.266381712	0.152140366	0.527051027
MTOR|mTOR	0.778535558	0.676985424	0.735493933	0.699609458	0.866525854	1.337186597	0.622266199	0.325828218	0.532462968	0.880219601	0.791870095	1.710189257	0.800192875	0.564262316	0.774528962	0.52341005	1.075177068	1.089731643	0.867462272	0.99562286	1.227065357	0.313487734	1.09558557	0.872253041	0.880355578	1.409883595	1.05087218	0.848664523	0.736544834	-0.338925484
MTOR|mTOR_pS2448	-0.589963389	-0.638736038	-0.824348168	-0.262895432	-0.02948498	-0.473309016	-0.860872864	-0.914885389	-1.131750504	-1.056519364	-0.128219524	-0.661148627	-0.76534042	-0.279974295	-0.470066068	-0.417229211	-0.746162614	-0.74702665	-0.442684666	-0.633126163	-0.803112346	-1.231797102	-0.875318403	-0.73350058	-0.646418912	-0.700593712	-0.513410198	-0.27600358	-0.777064124	-0.903746821
CDH2|N-Cadherin	0.212371727	-0.154361849	-0.484991559	0.009013411	0.581032199	-0.22593936	0.135654441	-0.472569012	-0.349841579	0.009952588	0.433745071	-0.520531875	-0.599957551	0.258013323	0.105374718	0.993801771	-0.379894016	0.08132987	0.640405017	-0.603055854	-0.655384379	0.542244086	-0.451184247	-0.459484803	-0.086255498	-0.80815067	0.084982967	0.188718102	-0.182158602	0.281655098
NFKB1|NF-kB-p65_pS536	0.618288612	-0.145776639	-0.021950536	0.116727965	0.791115567	-0.337901657	0.573232548	1.351231118	0.241710471	-0.064751012	0.531602695	-0.178530374	-0.667585017	0.116049393	0.008779831	1.365998364	-0.233058402	-0.078529726	1.221106854	0.168369827	0.795161526	1.177457861	-0.094365533	-0.218362167	-0.17331675	0.05132615	-0.074759133	0.496433264	0.32438892	0.293916944
NF2|NF2	0.679798031	1.079720786	1.23453872	0.213050174	0.007737005	1.024522995	1.300422602	0.707308008	0.90083139	1.072087636	0.321795571	1.306457822	0.976692673	0.849827407	0.870337572	0.555662628	1.410293457	0.795985128	0.55905688	1.010060322	0.647460696	0.431997568	0.753541453	1.012632501	1.33171292	1.359817778	0.791266525	0.711154602	0.623586961	0.966646008
NOTCH1|Notch1	-0.409422278	-0.704822517	-0.854910801	-0.553960158	0.021334467	-0.643357234	-0.783107802	-0.812996625	-0.860147449	-0.149602277	-0.188343272	-0.472530047	-0.760391032	-0.281315733	-0.382006964	-0.008398775	-0.756984479	-0.3224404	-0.298867636	-0.803983003	-0.747782615	-0.132437194	-0.689265602	-0.596140184	-0.377034605	-0.918355634	-0.281074773	-0.286337702	-0.716778348	-0.315769555
CDH3|P-Cadherin	-1.291232768	-1.478192177	-1.577705157	-1.439992388	-1.316358622	-1.434497011	-1.472733548	-1.458038126	-1.486056676	-1.467359451	-1.34685906	-1.523030933	-1.462045654	-1.424568888	-1.420801604	-1.404683065	-1.511480602	-1.378630642	-1.462487051	-1.528136069	-1.479004325	-1.379351909	-1.554058982	-1.507071255	-1.467507425	-1.521232644	-1.388338968	-1.443211606	-1.465542952	-1.395403288
CDKN1B|p27	0.458454967	0.255355491	0.454715264	0.227942386	-0.168296599	-0.150034022	-0.129051131	-0.441343723	-0.204550428	0.672956468	-0.166591175	-0.331251776	-0.424944273	-0.01594869	-0.354418336	-0.703343509	-0.009411249	0.086636901	-0.050598779	-0.227199602	-0.221986809	0.008351671	-0.115616314	0.16427163	0.181919669	-0.432230669	0.257544784	-0.092049425	0.165389355	-0.332593122
CDKN1B|p27_pT157	-0.213189473	-0.163872795	-0.455642841	-0.072615191	0.280042666	-0.259532075	-0.373581019	-0.326199323	-0.420351212	-0.264213183	0.134196325	-0.170318792	-0.121180086	0.048085914	0.00350523	0.036928344	-0.169027696	-0.204187048	0.008412978	-0.241229792	-0.262961729	-0.084576241	-0.460539464	-0.227869585	-0.227089335	-0.397490621	-0.022613901	0.074550653	-0.285310064	-0.292559586
MAPK14|p38_MAPK	0.750494668	0.51489174	0.652713853	0.792520598	-0.299702017	0.588970109	0.421594088	0.323578245	0.595267331	0.428244035	-0.291408057	0.693176906	0.417508446	-0.180745796	-0.150978624	0.348982694	0.440250904	0.231352095	0.276835627	0.216596976	0.452698562	-0.287719686	0.26997003	0.451006931	0.482417202	0.398486347	-0.327410556	0.020425965	0.078424836	0.57542715
MAPK14|p38_pT180_Y182	1.422158168	1.524976945	0.946086075	1.740053613	0.01715333	-0.300377799	0.50273018	0.979039837	0.136519148	-0.385270318	-0.33111384	-0.154752307	-1.0546896	0.443019873	-0.669183538	-0.159291671	-0.486817987	-0.922747233	0.458896942	0.617768543	0.198871488	0.192090443	0.419830998	0.532320268	0.493611448	-0.215068976	-0.597354675	0.350153701	-0.396243492	1.584388027
TP53|p53	-1.019108503	-1.025660293	-1.047296644	-0.310964452	0.897019386	-1.228873833	-1.555828123	-1.508375333	-1.547269059	-1.028031996	0.723529902	-0.819024169	-1.240251274	0.295498966	-0.035720993	-2.040196928	-1.191796473	-0.897304859	-0.330967354	-1.122156726	-1.739307242	-0.92931397	-1.62229629	-0.677159608	-0.932838316	-1.819212863	-0.434761277	0.285892681	-1.404032156	-0.777994221
RPS6KB1|p70S6K	-0.212788255	0.260645963	0.033450641	-1.192052582	0.306637736	0.603596484	0.386457193	0.201151165	0.613170649	0.284069764	0.358056348	0.713758889	0.476054341	0.061901163	0.808201054	-0.725337305	1.448907104	0.388469144	0.262273477	0.455878224	0.353479914	0.038185845	0.566800711	0.629365692	0.759668968	0.495483888	-0.09974099	0.202440386	0.648873883	-0.312065525
RPS6KB1|p70S6K_pT389	-0.319384005	-1.372639261	-1.29167221	-1.017848571	-0.280721099	-0.448890753	-0.92543501	-1.451934774	-1.33045655	-1.238663207	-0.357316297	-0.749835317	-1.393215369	-0.816994381	-0.867888265	0.432101189	-0.953842935	-0.792087043	-0.380719551	-1.293302542	-1.421741534	0.105229089	-1.188958863	-0.886926266	-1.034906417	-1.760825319	-0.980723012	-0.708927898	-1.093316717	-0.235938685
RPS6KA1|p90RSK_pT359_S363	-0.121725446	-0.611111206	-0.115892781	-0.392144686	0.14059606	-0.554011631	-0.298927447	-0.582889356	-0.757574314	-0.556231895	-0.033456079	-0.720289209	-0.72078579	-0.118927778	-0.337198153	-0.092728848	-0.736635728	-0.407825723	-0.066844647	-0.629711194	-0.569636195	0.221810374	-0.845044409	-0.571941736	-0.39595274	-0.922181086	-0.392791631	-0.164934527	-0.669100809	-0.150326608
SERPINE1|PAI-1	0.237219213	0.23989208	-1.967538775	0.970152574	-1.766934304	-0.714280492	1.160248374	1.573740457	-1.537298188	0.198166702	-1.91042646	-1.535458307	0.011432239	-0.396359997	-1.67253342	-2.592725217	0.526035383	1.031278827	-1.443851057	-0.831312115	-0.625807464	1.162094524	0.847064592	-1.924985816	0.649568955	0.797299267	0.936351676	-1.003904088	2.405098807	2.447793968
PXN|Paxillin	-1.009928264	-0.779949099	-0.881911554	-0.748049939	-0.320559094	0.082575938	-0.169027073	0.098885973	-0.534833973	-0.056237717	0.016282587	0.146241617	0.460886234	-0.819619221	0.627027275	-0.489610103	1.005528974	0.359969081	0.204294448	-0.165701797	0.523219314	-0.618124863	0.305304916	-0.220042715	-0.575131414	0.480826435	-0.892213493	-0.042014982	0.601995109	-0.894030258
PCNA|PCNA	-0.986274409	-0.924015489	-0.710060934	-0.698955441	-1.524191076	-1.740051502	-1.255296556	-1.308724236	-1.20979026	-1.171304338	-1.398163238	-1.528580357	-1.044077249	-0.880772732	-1.027380296	-1.366088882	-1.068795367	-1.618908289	-1.052262186	-1.059473097	-1.200256821	-1.043948377	-1.45573532	-1.273766318	-0.810108067	-1.08057056	-0.775374676	-1.036784875	-1.19835147	-0.866937667
PDK1|PDK1_pS241	0.646614211	0.955324871	1.484842113	0.817174145	0.056293837	0.884338358	1.14500759	1.031058747	1.045208863	1.36970522	0.147534239	1.322469713	1.123610188	0.52537097	0.903928418	0.543649778	1.38064397	1.255990604	0.929397777	0.648618313	1.119455531	0.052882738	1.166699038	0.991089063	0.777277232	0.612911582	0.042685315	0.504804927	1.005179765	0.918304247
PEA15|PEA15	1.3966934	1.251966413	0.705376177	1.201874885	-0.208115133	1.140355981	0.848451341	0.905122451	0.876401725	1.335392786	0.258095326	0.617487331	1.207703584	0.533139853	0.467562712	2.153585473	0.591460236	0.9117113	0.678242055	0.737604784	0.967704614	0.257682659	1.225118205	1.014959436	1.188473007	1.015899576	1.488427496	0.436661639	1.274982939	1.928591682
PIK3CA |PI3K-p110-alpha	0.088944542	0.069905408	-0.2377659	0.315941237	-0.315730679	-0.141679638	-0.512554907	-0.767814224	-0.451429845	-0.086762364	-0.252937705	-0.159905373	-0.07701085	-0.033958876	-0.2140863	-0.773555676	0.012161206	-0.384972879	-0.229168257	-0.310920046	-0.46349839	-1.104632231	-0.176261518	-0.043470467	0.075366478	-0.333405306	-0.268086983	-0.190473417	-0.121848919	0.096809599
PRKCA |PKC-alpha	-0.260486731	-0.016223956	0.278339512	-0.575288525	-0.231331807	-0.47266956	0.480837297	-1.00966836	0.376206371	-0.219354508	0.220471459	-0.049221807	1.379030707	-0.512436631	0.57953803	-0.099840883	1.247237831	-0.736517173	0.305320925	0.161718438	-1.260121425	-0.49233425	-0.309086351	-0.101904703	-0.873450054	1.068527889	-0.565764082	-0.12670685	0.539135521	0.156666931
PRKCA |PKC-alpha_pS657	-0.216053753	-0.002126595	0.207693419	-0.536712983	0.074164088	-0.368184645	0.620855618	-0.860521028	0.418639331	-0.182361364	0.527444882	-0.067167419	1.396845303	-0.406805057	0.527761958	-1.008548588	1.213743456	-0.674273211	0.332468021	0.178620954	-1.161893393	-0.484682705	-0.100845271	-0.092687043	-1.040555053	1.046212754	-0.690717632	0.006268711	0.49458353	0.302283122
PRKCD|PKC-delta_pS664	-0.499870161	-0.517975833	-0.200560235	-0.628620957	-0.199908641	-0.192479051	-0.361290561	-0.463322691	-0.602146886	-0.184965135	-0.327608471	-0.305268595	0.013241962	-0.524303345	-0.298287753	-1.186530021	-0.085411262	-0.216184608	0.11949091	-0.119130693	0.03927953	-0.601356843	-0.329629311	-0.228313625	-0.678988399	0.129350822	-0.235264456	-0.242044096	-0.124745745	-0.771045929
PGR|PR	-0.462558719	-0.646733142	-0.775181968	-0.4000052	-0.401381536	-0.641607368	-0.705953996	-0.595591474	-0.63537547	-0.598397413	-0.344947085	-0.72749265	-0.705832049	-0.423843468	-0.572075595	-0.246854795	-0.646811126	-0.618771016	-0.624159869	-0.774435596	-0.734107448	-0.408829856	-0.814991632	-0.703655689	-0.516488688	-0.894291955	-0.460964731	-0.49239462	-0.678122747	-0.390205223
AKT1S1|PRAS40_pT246	0.23035967	0.294292288	0.111822319	0.444883001	0.401986313	0.320716193	-0.019652116	0.331516603	0.18832682	0.399214832	0.292945876	0.305012618	0.209371024	0.283057871	0.179255626	0.536844207	0.200451822	0.186267113	0.201316165	0.326301428	0.124694255	0.300742378	0.273415293	0.444843162	0.104185671	0.181529773	0.347648881	0.321356029	0.152690599	0.413776572
PTEN|PTEN	-0.87971904	0.297550983	0.52315468	0.346968394	0.515488493	0.92966811	0.971833848	0.662911459	0.832625662	0.509361378	0.609960908	0.85439988	0.639089538	0.21344686	0.600099252	-0.921793805	1.035501626	1.058400182	0.343324796	0.598984269	0.889469061	-0.862837209	0.472041403	0.916957033	0.737547374	0.484540894	-0.724677355	0.428632029	0.393269501	-1.550641606
RAD50|Rad50	0.190257694	0.121080945	-0.194483749	0.911646949	0.194970129	-0.046658624	-0.011141401	-0.332724625	0.454317926	0.321172275	0.135918568	0.332437106	-0.21973443	0.462834432	0.031871203	-0.63746493	0.122696835	-0.247138196	0.31400629	0.072102622	0.203021013	-0.430394232	0.020410945	0.084521817	0.313670807	0.192243341	-0.129995534	0.344593742	-0.142067603	0.350723747
RAD51|Rad51	0.221310224	-0.664922854	-0.399261622	-0.465498447	0.044410016	-0.466955562	-0.068442555	-0.531840274	-0.608924008	-0.479475038	-0.125767283	-0.925434755	-0.843618864	-0.178875738	-0.330990375	0.690518033	-0.92204521	-0.68001785	0.32247239	-0.731512738	-0.674962199	1.055529299	-0.640759239	-0.556975024	-0.262773934	-0.967076441	-0.486705844	-0.209767752	-0.648083045	0.076059051
RB1|Rb_pS807_S811	-0.237092177	-0.304744885	-0.05267931	-0.320826057	-0.122486262	-1.489261377	-0.458171937	-0.703522063	-1.750493012	-1.340314347	-0.298536689	-0.774393919	-1.338062515	-0.086656003	-0.707118182	-1.648382175	-0.941435345	-1.083054294	-0.508835014	-0.672828535	-0.886861002	-1.365995675	-1.37784396	-0.45436731	-1.243048016	-0.380399687	-0.993619858	-0.364866458	-1.29566091	-0.179202638
RPS6|S6	0.4432482	0.683851145	0.134845074	0.954204393	-0.479678069	0.971768689	-0.238442303	0.029319571	0.229812621	0.619000575	-0.078774091	1.501059778	0.834301727	-0.189205627	0.59737766	-1.056946871	1.132854738	0.856832697	-0.370642091	0.451488632	0.939769042	0.067151454	0.583592265	0.592411569	0.35103325	1.038564294	0.963614633	0.105130352	0.708191755	0.11565639
RPS6|S6_pS235_S236	-1.599287024	-1.047510682	-0.959120773	-0.824200605	-0.022848176	-1.392770341	-2.034267551	-1.929660015	-2.081210443	-1.931277733	-0.302160651	-1.488651725	-2.012484462	-0.278568178	-0.810319783	-0.455339366	-2.267343406	-1.625424102	-1.132225827	-0.615374175	-2.107483663	-2.553656229	-1.7648068	-1.180601814	-1.601635764	-0.554194974	1.074698447	-0.468244936	-2.126970582	-1.661614352
RPS6|S6_pS240_S244	-2.275338392	-1.655321713	-1.600085847	-1.32587047	0.198322267	-2.236206457	-2.587824943	-2.245605225	-2.432626842	-2.240542005	0.230056304	-2.062181708	-2.438897598	-0.554496502	-0.961277162	-0.579011505	-2.825573033	-2.258207004	-1.411286255	-0.996608869	-2.481817543	-2.34058479	-2.695158775	-1.794049168	-2.059241312	-0.576422632	1.233860909	-0.522100929	-2.790666046	-2.71741298
SHC1|Shc_pY317	-2.310537784	-2.147578175	-2.242542849	-2.195007375	-1.641566463	-1.859511227	-2.27166576	-2.031398646	-2.026346418	-2.021950221	-1.695602506	-2.267001923	-1.837237874	-1.748087455	-1.778235049	-2.649009199	-2.130876971	-1.733367226	-1.772269624	-2.036246704	-1.676838985	-2.391160283	-2.23053216	-1.812021829	-2.084066364	-2.346236725	-1.920354742	-1.75500958	-2.223801599	-2.473068552
SMAD1|Smad1	-0.090046148	-0.324415407	0.636375275	0.068046615	-1.386832462	0.350190422	-0.546370187	-0.317993025	-0.181908711	0.065795517	-0.703232694	0.159124946	0.095346097	-0.924693563	-0.490896404	-0.644904473	0.377903876	-0.066107628	-0.698542698	-0.347808216	0.040888786	-0.724942675	0.217639434	0.581893289	0.461308594	-0.712135309	-0.155595309	-0.816307682	-0.172839221	0.311369969
SMAD3|Smad3	0.989584987	0.76440818	0.970454198	0.928073401	-0.491271604	1.034049638	0.823432866	0.88009449	1.062073929	0.784289678	-0.050447144	1.216675606	0.977799574	0.29505778	0.558285775	1.100516081	1.328684754	0.622848065	0.589629513	0.552741184	1.072537768	0.828545557	0.874544454	0.544641028	0.862127462	0.947964267	1.045431288	0.289109595	1.11231704	1.516721838
SMAD4|Smad4	-0.916938208	-1.005901192	-1.058822357	-0.783735498	-0.359562203	-1.203690615	-1.146735151	-0.747444571	-1.235992953	-1.071136919	-0.558509587	-1.039667352	-1.112546293	-0.669454511	-0.685784041	-1.294822591	-1.121831576	-1.211715713	-0.856769335	-1.062890938	-1.169066163	-1.080545773	-1.222265735	-1.010442514	-0.931060722	-1.251458402	-0.826361515	-0.59916911	-1.204053961	-0.934817033
SRC|Src	-0.080215702	-0.081151032	-0.139062304	0.296748596	-0.694896453	0.267843066	-0.15618885	-0.610969661	0.070659331	0.242376312	-0.768029081	-0.408787997	-0.108658997	-0.235679043	-0.317422764	-0.469829734	-0.031946496	-0.548440263	-0.088417493	-0.481470783	-0.141807066	-0.137576766	-0.263620435	0.189075401	0.219875452	-0.34236446	-1.028898552	-0.587725391	-0.680677239	0.209273021
SRC|Src_pY416	0.537549043	-0.224722364	1.028675961	0.347768263	0.825888012	-1.166430456	-0.261161183	-0.423972855	-1.286701562	-0.922320125	0.56348401	-0.685933708	-0.744861969	0.683393598	0.057707933	-1.71731827	-0.779912538	-0.593077877	0.32857589	-0.171227502	-0.682400008	-0.589398729	-0.751947576	-0.601533354	-0.50124499	-0.917340975	-0.387576245	0.395459732	-1.515006469	-0.699889465
SRC|Src_pY527	-0.17741931	-0.207618466	-0.114982596	1.34069783	-0.072389235	0.149658753	-0.116576086	-0.600850981	-1.230101119	-1.240224461	-0.306069432	-0.849314043	-1.449570607	0.226781663	-0.935032561	0.355829746	-0.839822603	-1.535705349	-0.193824	-0.081334028	-0.713695244	-0.215109362	-0.665994475	-0.192072019	-1.06995036	-0.81946514	-1.830885796	-0.391586418	-2.114237799	-1.095691641
STAT3|STAT3_pY705	0.190096196	0.01858541	0.034211744	0.583250532	-0.021755327	-0.107374272	-0.22726261	-0.280787581	0.058774591	-0.329067351	-0.319064407	-0.255584639	-0.786624528	-0.190407062	-0.441016122	0.196806635	-0.432396158	-0.563153897	-0.17059138	0.007749511	-0.004221614	0.054822785	-0.041738897	-0.091281823	-0.053945557	-0.345011319	-0.662072189	-0.099833918	-0.153415391	0.005368485
STAT5A|STAT5-alpha	0.695920753	1.084484508	1.13373987	-0.519790835	0.919832581	1.475560201	1.105917856	1.581372257	1.345654583	0.563987554	0.550987906	1.228776388	0.927312192	0.013616379	1.230428717	1.063204344	1.829024444	0.768947585	2.183641229	1.476478383	2.215203495	-0.76656697	1.356949142	0.976652771	-0.102927416	1.09571181	-0.193394292	1.01326748	1.542838568	-0.625202654
STMN1|Stathmin	0.421264094	-0.125543247	0.029161283	0.157462827	-0.23815847	-0.063260416	0.111745368	0.015272112	-0.139503134	0.029883794	-0.286270901	-0.263527432	-0.22208371	-0.167818267	-0.28526337	1.068900613	-0.330473235	-0.167572532	0.034310173	-0.247199523	-0.385451947	0.801332706	-0.151669857	-0.070648022	0.088307352	-0.429639487	0.052648001	-0.221998573	-0.166652479	0.567473813
SYK|Syk	1.257734394	1.73250773	2.618957799	1.615382336	0.653259456	1.683767434	1.896555054	2.253699759	1.59828423	1.557613864	0.902667491	2.059887065	0.903295012	1.174235649	1.377273902	-0.386772569	2.76572841	1.138428124	1.954762572	1.725316425	1.720795364	1.590565886	2.010156504	1.706000514	1.701491215	1.729810957	-0.191571429	1.35818927	2.346623097	1.219712099
TSC2|Tuberin	0.059188113	0.44611629	0.815512022	0.98780361	0.608809982	1.299276775	0.688350462	0.718819532	0.610006191	1.238799336	0.666972284	1.621464906	0.782718572	0.306821222	1.044877924	0.855584559	1.843891748	1.46727529	1.109864991	0.856192728	1.588695575	0.346973225	0.82433636	1.017161992	0.828037055	0.436849874	0.723797468	0.819480025	1.087059946	-1.391300381
KDR|VEGFR2	2.186638231	1.538370409	1.444295932	1.095692916	1.531623483	1.485431298	1.976848579	1.991004077	1.673847627	2.525656417	1.675106568	1.702591136	2.115696074	1.407161135	1.661353622	1.880616261	1.792075584	2.05840755	1.518699991	1.365846005	1.270059754	1.680156684	1.794718463	1.71305569	2.132978324	1.617541798	1.301054477	1.689918462	2.027709453	2.051212802
XRCC1|XRCC1	0.071044584	0.304417026	0.162995625	0.499268999	-0.445522245	-0.400295046	-0.364994581	-0.552423461	0.000341309	0.041080153	-0.385382987	0.011259733	-0.107803029	-0.192217839	-0.401840664	-0.883278116	0.247959334	-0.280188354	-0.138735656	-0.376851709	0.024436701	-0.370290229	-0.058597978	0.066800475	0.306094134	-0.282935399	-0.611691611	-0.345665324	-0.061208255	0.131704892
YAP1|YAP	0.533070627	0.186574265	0.269802377	0.498498055	0.058019551	0.365213566	0.370812835	0.241444609	0.514777189	0.60492985	-0.02146155	0.495709428	0.306303459	0.262649206	0.297735325	1.090416423	0.16295522	0.271719401	0.07414363	0.12730072	0.220128741	0.478283071	0.070039555	0.352224086	0.675521987	0.095869388	0.314963506	0.2773127	0.457338722	0.886427562
