Hugo_Symbol	Entrez_Gene_Id	TCGA-3X-AAV9-01	TCGA-3X-AAVA-01	TCGA-3X-AAVB-01	TCGA-3X-AAVC-01	TCGA-3X-AAVE-01	TCGA-4G-AAZO-01	TCGA-4G-AAZT-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2I-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2T-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA33-01	TCGA-W5-AA34-01	TCGA-W5-AA36-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-W6-AA0S-01	TCGA-WD-A7RX-01	TCGA-YR-A95A-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y8-01	TCGA-ZU-A8S4-01
PPWD1	23398	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TRIM23	373	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TRAPPC13	80006	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SGTB	54557	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
NLN	57486	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ERBB2IP	55914	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LOC100303749	100303749	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SREK1	140890	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LINC02229	101928769	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MAST4	375449	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CD180	4064	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LINC02219	102467655	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
PIK3R1	5295	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SLC30A5	64924	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CCNB1	891	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CENPH	64946	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MRPS36	92259	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CDK7	1022	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CCDC125	202243	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
AK6	102157402	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TAF9	6880	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
RAD17	5884	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MARVELD2	153562	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GTF2H2B	653238	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GTF2H2C	728340	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GTF2H2D	730394	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GTF2H2	2966	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GUSBP3	653188	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GUSBP9	118126072	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LOC100272216	100272216	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LOC441081	441081	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
OCLNP1	647859	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
NAIP	4671	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
OCLN	100506658	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SERF1A	8293	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SERF1B	728492	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SMA4	11039	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SMA5	11042	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SMN1	6606	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SMN2	6607	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
PMCHL2	5370	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
BDP1	55814	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MCCC2	64087	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CARTPT	9607	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MAP1B	4131	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MIR4803	100616377	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MRPS27	23107	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
PTCD2	79810	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ZNF366	167465	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LOC102503427	102503427	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LINC02056	102477328	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TNPO1	3842	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
MIR4804	100616152	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
FCHO2	115548	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TMEM171	134285	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TMEM174	134288	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
FOXD1	2297	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
BTF3	689	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ANKRA2	57763	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
UTP15	84135	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ARHGEF28	64283	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LINC01335	102503429	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LINC01333	101929082	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ENC1	8507	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-2	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
HEXB	3074	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-2	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GFM2	84340	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-2	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
NSA2	10412	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
FAM169A	26049	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
GCNT4	51301	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ANKRD31	256006	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
COL4A3BP	10087	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
HMGCR	3156	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
POLK	51426	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ANKDD1B	728780	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
POC5	134359	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SV2C	22987	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
IQGAP2	10788	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
F2RL2	2151	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
NCRUPAR	100302746	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
F2R	2149	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
F2RL1	2150	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
S100Z	170591	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
CRHBP	1393	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
AGGF1	55109	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ZBED3	84327	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SNORA47	677828	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ZBED3-AS1	728723	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
PDE8B	8622	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
WDR41	55255	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
OTP	23440	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
TBCA	6902	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LOC101929154	101929154	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
AP3B1	8546	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SCAMP1-AS1	728769	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
SCAMP1	9522	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
LHFPL2	10184	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
ARSB	411	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	-1	1	0	-1	1	0	0	0	-1
DMGDH	29958	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
BHMT2	23743	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
BHMT	635	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
JMY	133746	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
HOMER1	9456	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
PAPD4	167153	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CMYA5	202333	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MTX3	345778	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
THBS4	7060	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CTD-2201I18.1	101929215	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
SERINC5	256987	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
LOC644936	644936	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
SPZ1	84654	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CRSP8P	441089	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ZFYVE16	9765	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
FAM151B	167555	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ANKRD34B	340120	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
DHFR	1719	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MTRNR2L2	100462981	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MSH3	4437	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RASGRF2-AS1	102524628	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RASGRF2	5924	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RNU5D-1	26830	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RNU5E-1	26829	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CKMT2	1160	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CKMT2-AS1	100131067	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ZCCHC9	84240	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ACOT12	134526	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
SSBP2	23635	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ATG10	83734	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RPS23	6228	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
ATP6AP1L	92270	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MIR3977	100616297	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
LINC01338	102546175	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
TMEM167A	153339	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
SCARNA18	677765	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
XRCC4	7518	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
VCAN	1462	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
HAPLN1	1404	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
EDIL3	10085	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
NBPF22P	285622	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
COX7C	1350	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MIR3607	100500805	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
LINC02059	100505878	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MIR4280	100422887	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RP11-72L22.1	101929380	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
RASA1	5921	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
CCNH	902	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
TMEM161B	153396	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
TMEM161B-AS1	100505894	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
LINC02060	102546226	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
LINC00461	645323	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
MIR9-2	407047	0	0	-1	-1	-1	0	1	1	0	0	0	0	0	0	0	0	-1	1	-1	1	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	-1
